customer_id,trans_date,tran_amount,response,month,year,day,month_year,Segment
CS4352,2015-02-21,77,1,2,2015,21,2015-02,High Value
CS6058,2011-12-05,100,0,12,2011,5,2011-12,High Value
CS5226,2013-05-17,71,0,5,2013,17,2013-05,High Value
CS1891,2013-07-23,43,0,7,2013,23,2013-07,Medium Value
CS2193,2014-05-25,47,0,5,2014,25,2014-05,High Value
CS2621,2013-05-20,92,0,5,2013,20,2013-05,High Value
CS4908,2013-12-24,72,0,12,2013,24,2013-12,High Value
CS4214,2012-11-24,79,0,11,2012,24,2012-11,High Value
CS2179,2012-04-05,84,0,4,2012,5,2012-04,High Value
CS3621,2014-01-17,87,0,1,2014,17,2014-01,High Value
CS1403,2014-01-23,68,1,1,2014,23,2014-01,High Value
CS3970,2013-09-17,62,0,9,2013,17,2013-09,High Value
CS5529,2014-05-29,104,0,5,2014,29,2014-05,High Value
CS1514,2014-09-12,98,0,9,2014,12,2014-09,High Value
CS1768,2011-05-24,88,1,5,2011,24,2011-05,High Value
CS1275,2012-09-26,95,0,9,2012,26,2012-09,High Value
CS2421,2011-10-27,78,0,10,2011,27,2011-10,High Value
CS1374,2013-09-29,42,0,9,2013,29,2013-09,High Value
CS1654,2011-09-05,65,0,9,2011,5,2011-09,High Value
CS2486,2014-12-29,62,0,12,2014,29,2014-12,High Value
CS1954,2012-04-30,96,0,4,2012,30,2012-04,High Value
CS4058,2014-08-03,73,0,8,2014,3,2014-08,High Value
CS5047,2011-08-18,76,0,8,2011,18,2011-08,High Value
CS2873,2013-09-18,102,0,9,2013,18,2013-09,High Value
CS3799,2012-09-23,105,0,9,2012,23,2012-09,High Value
CS5106,2013-11-17,103,0,11,2013,17,2013-11,High Value
CS2288,2012-09-19,40,1,9,2012,19,2012-09,High Value
CS2254,2012-08-31,51,1,8,2012,31,2012-08,High Value
CS1262,2012-08-07,64,0,8,2012,7,2012-08,High Value
CS1118,2014-10-13,93,1,10,2014,13,2014-10,High Value
CS5837,2013-10-05,83,0,10,2013,5,2013-10,High Value
CS4048,2014-08-23,87,0,8,2014,23,2014-08,High Value
CS5474,2013-12-28,78,0,12,2013,28,2013-12,High Value
CS3013,2013-01-24,48,0,1,2013,24,2013-01,High Value
CS2956,2013-11-05,48,1,11,2013,5,2013-11,High Value
CS3439,2012-10-27,48,1,10,2012,27,2012-10,High Value
CS5151,2012-11-05,98,0,11,2012,5,2012-11,High Value
CS3237,2013-07-31,79,0,7,2013,31,2013-07,High Value
CS3757,2011-12-24,91,0,12,2011,24,2011-12,High Value
CS2292,2011-10-24,80,1,10,2011,24,2011-10,High Value
CS3617,2012-09-04,84,0,9,2012,4,2012-09,High Value
CS2761,2013-11-14,64,0,11,2013,14,2013-11,High Value
CS5775,2014-07-04,36,0,7,2014,4,2014-07,High Value
CS4002,2011-11-02,105,0,11,2011,2,2011-11,High Value
CS2102,2012-04-17,58,1,4,2012,17,2012-04,High Value
CS2115,2011-07-10,86,0,7,2011,10,2011-07,High Value
CS1946,2014-06-15,78,0,6,2014,15,2014-06,High Value
CS5007,2013-12-21,39,0,12,2013,21,2013-12,High Value
CS3876,2012-05-08,71,0,5,2012,8,2012-05,High Value
CS4792,2011-12-05,74,0,12,2011,5,2011-12,High Value
CS5147,2013-12-22,37,0,12,2013,22,2013-12,High Value
CS6084,2011-10-18,99,0,10,2011,18,2011-10,Medium Value
CS4412,2014-06-30,39,0,6,2014,30,2014-06,High Value
CS5990,2012-10-26,104,0,10,2012,26,2012-10,High Value
CS4755,2013-03-30,99,1,3,2013,30,2013-03,High Value
CS2031,2013-03-10,102,0,3,2013,10,2013-03,High Value
CS2949,2013-01-23,87,0,1,2013,23,2013-01,High Value
CS3783,2012-07-24,94,0,7,2012,24,2012-07,High Value
CS5170,2013-08-18,36,0,8,2013,18,2013-08,High Value
CS2837,2013-11-26,103,0,11,2013,26,2013-11,High Value
CS5659,2012-07-29,61,0,7,2012,29,2012-07,High Value
CS2338,2014-09-05,45,0,9,2014,5,2014-09,High Value
CS6012,2012-08-06,77,0,8,2012,6,2012-08,High Value
CS2761,2013-06-12,37,0,6,2013,12,2013-06,High Value
CS2368,2014-10-05,56,0,10,2014,5,2014-10,High Value
CS5405,2011-06-26,48,0,6,2011,26,2011-06,High Value
CS2054,2012-06-17,95,0,6,2012,17,2012-06,High Value
CS4325,2011-12-24,46,0,12,2011,24,2011-12,High Value
CS2186,2012-02-18,94,0,2,2012,18,2012-02,High Value
CS2527,2012-07-08,96,0,7,2012,8,2012-07,High Value
CS5637,2011-06-04,63,0,6,2011,4,2011-06,High Value
CS5473,2014-02-10,38,0,2,2014,10,2014-02,High Value
CS3300,2012-01-17,85,0,1,2012,17,2012-01,Medium Value
CS4137,2014-09-24,71,0,9,2014,24,2014-09,High Value
CS5302,2013-01-29,93,0,1,2013,29,2013-01,High Value
CS2949,2011-11-09,90,0,11,2011,9,2011-11,High Value
CS5732,2012-01-14,77,0,1,2012,14,2012-01,High Value
CS1288,2012-07-02,92,0,7,2012,2,2012-07,High Value
CS1260,2013-12-22,99,0,12,2013,22,2013-12,High Value
CS5269,2014-04-14,96,0,4,2014,14,2014-04,Medium Value
CS3041,2014-03-17,44,0,3,2014,17,2014-03,High Value
CS4394,2011-10-22,54,0,10,2011,22,2011-10,High Value
CS6083,2011-07-27,52,0,7,2011,27,2011-07,High Value
CS2591,2012-01-22,56,0,1,2012,22,2012-01,High Value
CS5408,2014-07-18,85,0,7,2014,18,2014-07,High Value
CS4568,2013-06-27,77,0,6,2013,27,2013-06,High Value
CS5207,2011-08-14,85,0,8,2011,14,2011-08,High Value
CS1921,2014-02-07,73,0,2,2014,7,2014-02,High Value
CS4598,2012-04-18,42,0,4,2012,18,2012-04,High Value
CS5237,2012-12-30,98,0,12,2012,30,2012-12,High Value
CS5929,2013-06-02,74,0,6,2013,2,2013-06,High Value
CS4810,2011-11-10,59,0,11,2011,10,2011-11,High Value
CS2733,2013-03-11,54,0,3,2013,11,2013-03,High Value
CS3842,2013-10-29,53,0,10,2013,29,2013-10,High Value
CS4579,2015-01-13,55,0,1,2015,13,2015-01,High Value
CS1155,2014-11-10,67,0,11,2014,10,2014-11,High Value
CS4045,2015-01-15,60,0,1,2015,15,2015-01,Medium Value
CS3229,2013-06-09,73,0,6,2013,9,2013-06,High Value
CS2487,2014-01-19,46,0,1,2014,19,2014-01,High Value
CS2087,2011-10-14,77,0,10,2011,14,2011-10,High Value
CS1982,2011-08-16,45,0,8,2011,16,2011-08,High Value
CS4104,2014-11-28,105,0,11,2014,28,2014-11,High Value
CS1351,2012-03-10,92,0,3,2012,10,2012-03,High Value
CS5536,2015-02-11,87,0,2,2015,11,2015-02,High Value
CS4758,2014-01-31,42,0,1,2014,31,2014-01,High Value
CS5154,2012-03-23,72,0,3,2012,23,2012-03,High Value
CS2461,2013-10-20,65,0,10,2013,20,2013-10,High Value
CS5269,2014-05-10,43,0,5,2014,10,2014-05,Medium Value
CS1866,2011-12-02,100,0,12,2011,2,2011-12,High Value
CS3579,2011-11-26,80,0,11,2011,26,2011-11,High Value
CS1394,2011-08-03,79,0,8,2011,3,2011-08,High Value
CS1155,2013-09-28,48,0,9,2013,28,2013-09,High Value
CS2453,2011-09-02,102,0,9,2011,2,2011-09,High Value
CS3585,2012-06-13,61,0,6,2012,13,2012-06,High Value
CS6086,2014-09-03,81,1,9,2014,3,2014-09,High Value
CS3802,2014-09-03,58,1,9,2014,3,2014-09,High Value
CS2808,2014-03-26,35,1,3,2014,26,2014-03,High Value
CS2072,2015-03-09,64,0,3,2015,9,2015-03,High Value
CS5260,2014-04-17,86,1,4,2014,17,2014-04,High Value
CS1619,2014-11-06,43,1,11,2014,6,2014-11,High Value
CS2938,2012-11-17,81,0,11,2012,17,2012-11,High Value
CS5097,2015-01-18,62,0,1,2015,18,2015-01,High Value
CS1133,2014-02-17,90,0,2,2014,17,2014-02,High Value
CS4844,2013-02-26,67,0,2,2013,26,2013-02,High Value
CS4486,2014-07-14,94,0,7,2014,14,2014-07,High Value
CS2146,2011-08-28,61,0,8,2011,28,2011-08,High Value
CS3712,2012-08-13,64,0,8,2012,13,2012-08,High Value
CS2094,2012-12-26,83,0,12,2012,26,2012-12,High Value
CS4340,2014-04-20,60,1,4,2014,20,2014-04,High Value
CS3187,2012-03-14,49,0,3,2012,14,2012-03,High Value
CS4917,2012-10-18,102,0,10,2012,18,2012-10,High Value
CS5131,2012-06-05,39,0,6,2012,5,2012-06,High Value
CS4049,2011-06-16,49,0,6,2011,16,2011-06,High Value
CS2451,2013-03-14,87,0,3,2013,14,2013-03,High Value
CS4734,2012-07-13,78,0,7,2012,13,2012-07,High Value
CS5617,2014-08-05,60,0,8,2014,5,2014-08,High Value
CS1115,2013-10-17,70,1,10,2013,17,2013-10,High Value
CS3451,2011-10-05,42,0,10,2011,5,2011-10,High Value
CS3345,2012-04-24,89,0,4,2012,24,2012-04,High Value
CS4973,2012-01-02,91,1,1,2012,2,2012-01,High Value
CS5792,2011-08-05,52,0,8,2011,5,2011-08,High Value
CS4741,2015-01-31,98,0,1,2015,31,2015-01,High Value
CS4181,2014-04-29,42,0,4,2014,29,2014-04,High Value
CS6027,2014-06-13,79,0,6,2014,13,2014-06,High Value
CS1781,2013-06-27,38,0,6,2013,27,2013-06,High Value
CS1378,2012-02-21,39,0,2,2012,21,2012-02,High Value
CS4961,2014-02-17,39,0,2,2014,17,2014-02,High Value
CS5791,2014-01-20,70,0,1,2014,20,2014-01,High Value
CS5361,2011-06-02,44,0,6,2011,2,2011-06,High Value
CS3805,2011-05-30,101,0,5,2011,30,2011-05,High Value
CS1171,2011-09-22,98,0,9,2011,22,2011-09,High Value
CS2658,2013-10-01,62,0,10,2013,1,2013-10,High Value
CS4413,2015-01-18,70,0,1,2015,18,2015-01,High Value
CS4340,2012-10-15,43,1,10,2012,15,2012-10,High Value
CS3136,2013-07-28,51,1,7,2013,28,2013-07,High Value
CS5708,2013-09-01,36,0,9,2013,1,2013-09,High Value
CS2687,2012-11-23,72,0,11,2012,23,2012-11,High Value
CS5546,2014-09-02,83,0,9,2014,2,2014-09,High Value
CS5665,2013-12-17,45,0,12,2013,17,2013-12,High Value
CS2534,2011-10-04,60,0,10,2011,4,2011-10,High Value
CS4849,2012-02-20,93,0,2,2012,20,2012-02,High Value
CS3098,2012-11-01,58,0,11,2012,1,2012-11,High Value
CS1436,2013-05-19,43,0,5,2013,19,2013-05,Medium Value
CS1910,2012-02-21,87,0,2,2012,21,2012-02,High Value
CS2622,2012-02-13,105,0,2,2012,13,2012-02,High Value
CS4117,2012-06-04,51,0,6,2012,4,2012-06,Medium Value
CS4887,2013-07-07,49,0,7,2013,7,2013-07,High Value
CS6064,2012-04-09,93,0,4,2012,9,2012-04,High Value
CS5593,2014-06-10,49,0,6,2014,10,2014-06,High Value
CS2430,2015-01-16,77,0,1,2015,16,2015-01,High Value
CS2055,2013-01-28,48,0,1,2013,28,2013-01,High Value
CS5241,2011-12-14,45,0,12,2011,14,2011-12,High Value
CS5880,2013-07-06,88,0,7,2013,6,2013-07,High Value
CS2305,2012-02-29,36,0,2,2012,29,2012-02,High Value
CS2553,2012-04-10,68,0,4,2012,10,2012-04,High Value
CS5241,2014-04-30,80,0,4,2014,30,2014-04,High Value
CS5374,2013-09-22,65,0,9,2013,22,2013-09,High Value
CS2666,2013-10-20,105,0,10,2013,20,2013-10,High Value
CS2015,2013-02-02,40,0,2,2013,2,2013-02,High Value
CS5363,2014-02-14,103,0,2,2014,14,2014-02,High Value
CS1588,2012-02-11,46,0,2,2012,11,2012-02,High Value
CS4759,2013-01-15,98,0,1,2013,15,2013-01,High Value
CS2349,2014-06-30,80,0,6,2014,30,2014-06,High Value
CS2102,2014-07-02,73,1,7,2014,2,2014-07,High Value
CS3143,2014-09-15,44,0,9,2014,15,2014-09,High Value
CS5475,2015-01-06,92,0,1,2015,6,2015-01,High Value
CS6106,2013-07-30,66,0,7,2013,30,2013-07,High Value
CS3219,2012-02-16,90,0,2,2012,16,2012-02,High Value
CS4888,2012-07-18,88,0,7,2012,18,2012-07,High Value
CS5237,2012-08-07,54,0,8,2012,7,2012-08,High Value
CS6051,2014-03-03,95,0,3,2014,3,2014-03,Medium Value
CS1633,2011-08-23,41,0,8,2011,23,2011-08,High Value
CS6093,2013-07-24,69,1,7,2013,24,2013-07,High Value
CS3569,2014-08-15,74,0,8,2014,15,2014-08,High Value
CS5544,2013-08-23,38,0,8,2013,23,2013-08,High Value
CS4561,2014-03-04,102,1,3,2014,4,2014-03,High Value
CS4356,2013-12-31,56,1,12,2013,31,2013-12,High Value
CS5557,2012-06-02,38,0,6,2012,2,2012-06,High Value
CS2284,2014-12-01,95,0,12,2014,1,2014-12,High Value
CS3635,2013-04-19,53,0,4,2013,19,2013-04,High Value
CS1181,2013-06-04,41,0,6,2013,4,2013-06,High Value
CS1770,2012-01-11,86,0,1,2012,11,2012-01,High Value
CS2048,2014-06-29,55,0,6,2014,29,2014-06,High Value
CS3637,2014-02-22,76,0,2,2014,22,2014-02,High Value
CS3297,2014-02-12,62,0,2,2014,12,2014-02,Medium Value
CS4941,2011-05-27,49,0,5,2011,27,2011-05,High Value
CS3833,2014-06-06,102,0,6,2014,6,2014-06,High Value
CS1624,2012-11-21,54,0,11,2012,21,2012-11,High Value
CS3949,2014-05-07,45,0,5,2014,7,2014-05,Medium Value
CS5105,2014-08-28,66,0,8,2014,28,2014-08,High Value
CS5522,2013-09-30,94,0,9,2013,30,2013-09,High Value
CS3685,2013-12-26,83,0,12,2013,26,2013-12,High Value
CS1199,2011-06-28,47,0,6,2011,28,2011-06,High Value
CS5466,2012-08-16,99,0,8,2012,16,2012-08,High Value
CS5331,2014-01-06,99,0,1,2014,6,2014-01,High Value
CS5465,2014-07-02,58,0,7,2014,2,2014-07,High Value
CS5684,2012-07-18,89,0,7,2012,18,2012-07,High Value
CS5877,2014-04-05,39,0,4,2014,5,2014-04,High Value
CS3047,2015-01-04,84,0,1,2015,4,2015-01,High Value
CS1896,2011-07-06,49,0,7,2011,6,2011-07,Medium Value
CS1263,2013-11-15,86,0,11,2013,15,2013-11,Medium Value
CS3873,2011-10-24,84,0,10,2011,24,2011-10,High Value
CS5636,2012-05-13,36,0,5,2012,13,2012-05,High Value
CS5853,2012-03-19,100,0,3,2012,19,2012-03,High Value
CS3585,2012-07-04,71,0,7,2012,4,2012-07,High Value
CS4380,2011-11-23,69,1,11,2011,23,2011-11,High Value
CS5656,2012-12-21,64,1,12,2012,21,2012-12,High Value
CS4711,2012-08-01,65,0,8,2012,1,2012-08,High Value
CS1710,2014-06-24,42,0,6,2014,24,2014-06,High Value
CS2462,2013-11-08,64,0,11,2013,8,2013-11,High Value
CS3886,2014-05-07,92,1,5,2014,7,2014-05,High Value
CS2553,2011-07-07,61,0,7,2011,7,2011-07,High Value
CS3024,2012-02-29,55,0,2,2012,29,2012-02,High Value
CS3028,2011-09-18,101,0,9,2011,18,2011-09,High Value
CS4978,2011-08-03,55,0,8,2011,3,2011-08,Medium Value
CS2032,2012-12-29,63,0,12,2012,29,2012-12,High Value
CS1558,2012-06-09,79,0,6,2012,9,2012-06,High Value
CS2553,2014-04-11,76,0,4,2014,11,2014-04,High Value
CS5046,2011-06-25,86,1,6,2011,25,2011-06,High Value
CS3401,2012-07-12,74,1,7,2012,12,2012-07,High Value
CS1301,2014-04-19,39,0,4,2014,19,2014-04,High Value
CS6092,2014-08-03,94,0,8,2014,3,2014-08,High Value
CS2502,2013-12-02,96,0,12,2013,2,2013-12,High Value
CS2351,2013-02-09,103,0,2,2013,9,2013-02,High Value
CS1280,2012-01-30,35,0,1,2012,30,2012-01,High Value
CS5093,2012-06-28,93,1,6,2012,28,2012-06,High Value
CS3436,2012-05-04,100,0,5,2012,4,2012-05,High Value
CS5032,2011-06-16,74,0,6,2011,16,2011-06,High Value
CS3566,2013-04-23,105,0,4,2013,23,2013-04,High Value
CS3547,2012-02-18,83,0,2,2012,18,2012-02,High Value
CS5214,2011-06-19,69,0,6,2011,19,2011-06,High Value
CS1210,2012-07-17,93,0,7,2012,17,2012-07,High Value
CS4282,2012-01-12,54,0,1,2012,12,2012-01,High Value
CS3706,2014-10-22,57,0,10,2014,22,2014-10,High Value
CS4746,2012-07-22,57,1,7,2012,22,2012-07,High Value
CS5065,2011-07-18,51,0,7,2011,18,2011-07,High Value
CS3468,2013-02-09,50,1,2,2013,9,2013-02,High Value
CS3345,2011-10-29,105,0,10,2011,29,2011-10,High Value
CS3084,2013-06-14,92,0,6,2013,14,2013-06,Medium Value
CS5232,2014-08-27,97,0,8,2014,27,2014-08,High Value
CS3437,2014-07-10,83,0,7,2014,10,2014-07,High Value
CS4362,2011-11-11,85,0,11,2011,11,2011-11,High Value
CS5531,2012-08-08,62,0,8,2012,8,2012-08,High Value
CS4934,2013-10-21,103,1,10,2013,21,2013-10,High Value
CS5289,2011-06-10,64,0,6,2011,10,2011-06,High Value
CS3422,2012-11-21,51,0,11,2012,21,2012-11,Medium Value
CS2412,2014-05-29,77,0,5,2014,29,2014-05,High Value
CS4065,2013-08-05,79,0,8,2013,5,2013-08,High Value
CS3144,2015-01-19,75,0,1,2015,19,2015-01,High Value
CS4879,2012-08-10,96,0,8,2012,10,2012-08,High Value
CS3367,2011-08-01,51,0,8,2011,1,2011-08,High Value
CS3812,2012-11-25,95,1,11,2012,25,2012-11,High Value
CS3961,2013-11-22,71,0,11,2013,22,2013-11,High Value
CS2407,2013-07-30,64,1,7,2013,30,2013-07,High Value
CS5219,2013-02-16,100,0,2,2013,16,2013-02,High Value
CS5073,2012-01-27,63,0,1,2012,27,2012-01,High Value
CS4326,2013-03-17,74,0,3,2013,17,2013-03,High Value
CS2402,2013-01-18,93,0,1,2013,18,2013-01,Medium Value
CS3189,2012-05-25,73,0,5,2012,25,2012-05,High Value
CS4181,2015-01-03,72,0,1,2015,3,2015-01,High Value
CS5874,2013-04-06,39,0,4,2013,6,2013-04,Medium Value
CS5081,2011-09-23,36,0,9,2011,23,2011-09,High Value
CS1449,2014-01-10,96,0,1,2014,10,2014-01,High Value
CS6045,2011-06-15,64,0,6,2011,15,2011-06,High Value
CS1147,2014-04-17,63,0,4,2014,17,2014-04,High Value
CS1556,2014-01-16,85,0,1,2014,16,2014-01,Medium Value
CS1804,2012-06-15,61,0,6,2012,15,2012-06,High Value
CS3046,2014-02-16,76,0,2,2014,16,2014-02,High Value
CS2635,2013-03-26,60,0,3,2013,26,2013-03,High Value
CS4104,2013-01-16,40,0,1,2013,16,2013-01,High Value
CS2557,2013-08-12,59,0,8,2013,12,2013-08,High Value
CS1658,2014-06-21,88,0,6,2014,21,2014-06,High Value
CS1416,2013-08-24,57,0,8,2013,24,2013-08,High Value
CS5218,2012-08-15,96,0,8,2012,15,2012-08,High Value
CS4608,2013-01-28,48,0,1,2013,28,2013-01,High Value
CS3769,2011-07-26,84,0,7,2011,26,2011-07,High Value
CS5411,2012-07-31,60,0,7,2012,31,2012-07,High Value
CS6053,2013-06-10,79,0,6,2013,10,2013-06,High Value
CS1796,2011-07-17,58,0,7,2011,17,2011-07,High Value
CS2662,2011-08-28,59,0,8,2011,28,2011-08,High Value
CS1757,2012-10-25,85,1,10,2012,25,2012-10,High Value
CS3167,2013-03-05,103,0,3,2013,5,2013-03,High Value
CS5367,2014-08-24,78,1,8,2014,24,2014-08,High Value
CS1942,2014-04-07,90,0,4,2014,7,2014-04,High Value
CS1287,2012-03-29,99,0,3,2012,29,2012-03,High Value
CS3704,2013-01-27,48,1,1,2013,27,2013-01,High Value
CS5175,2014-06-16,70,0,6,2014,16,2014-06,High Value
CS2058,2013-12-22,95,0,12,2013,22,2013-12,High Value
CS4046,2011-08-19,78,0,8,2011,19,2011-08,Medium Value
CS2698,2014-02-16,41,0,2,2014,16,2014-02,Medium Value
CS5772,2011-07-17,82,0,7,2011,17,2011-07,High Value
CS6093,2014-05-14,95,1,5,2014,14,2014-05,High Value
CS2792,2011-12-03,103,0,12,2011,3,2011-12,High Value
CS3322,2014-05-25,70,0,5,2014,25,2014-05,High Value
CS2063,2014-03-13,61,1,3,2014,13,2014-03,High Value
CS1834,2013-11-04,48,0,11,2013,4,2013-11,Medium Value
CS5232,2012-09-01,75,0,9,2012,1,2012-09,High Value
CS3886,2013-12-19,92,1,12,2013,19,2013-12,High Value
CS5263,2011-08-10,43,0,8,2011,10,2011-08,High Value
CS3873,2015-02-07,55,0,2,2015,7,2015-02,High Value
CS4713,2012-10-04,96,0,10,2012,4,2012-10,High Value
CS3918,2013-01-14,73,0,1,2013,14,2013-01,High Value
CS5351,2012-12-09,65,0,12,2012,9,2012-12,High Value
CS3625,2012-08-27,47,0,8,2012,27,2012-08,High Value
CS4328,2012-06-20,104,0,6,2012,20,2012-06,High Value
CS4552,2013-05-26,91,0,5,2013,26,2013-05,High Value
CS1160,2012-04-18,88,1,4,2012,18,2012-04,High Value
CS2576,2012-10-18,98,0,10,2012,18,2012-10,Medium Value
CS2638,2012-02-04,97,0,2,2012,4,2012-02,High Value
CS1859,2014-12-11,79,0,12,2014,11,2014-12,High Value
CS5268,2013-05-10,53,0,5,2013,10,2013-05,High Value
CS1732,2012-07-23,45,0,7,2012,23,2012-07,High Value
CS3606,2012-06-04,54,0,6,2012,4,2012-06,High Value
CS5361,2012-07-02,69,0,7,2012,2,2012-07,High Value
CS4640,2014-04-11,91,0,4,2014,11,2014-04,High Value
CS4978,2014-01-03,67,0,1,2014,3,2014-01,Medium Value
CS3414,2014-09-12,69,0,9,2014,12,2014-09,High Value
CS2783,2014-11-22,79,0,11,2014,22,2014-11,High Value
CS5452,2011-08-27,49,0,8,2011,27,2011-08,High Value
CS5691,2012-08-27,78,0,8,2012,27,2012-08,High Value
CS2706,2012-09-17,61,1,9,2012,17,2012-09,High Value
CS2731,2014-08-21,105,0,8,2014,21,2014-08,High Value
CS1702,2014-02-04,57,0,2,2014,4,2014-02,High Value
CS4050,2011-10-17,66,0,10,2011,17,2011-10,High Value
CS1329,2012-10-23,87,0,10,2012,23,2012-10,High Value
CS1356,2013-05-29,39,0,5,2013,29,2013-05,High Value
CS2048,2014-08-08,74,0,8,2014,8,2014-08,High Value
CS3113,2014-11-18,92,0,11,2014,18,2014-11,Medium Value
CS5556,2011-12-24,80,0,12,2011,24,2011-12,High Value
CS5695,2011-09-18,42,0,9,2011,18,2011-09,High Value
CS3722,2012-12-18,94,0,12,2012,18,2012-12,Medium Value
CS5171,2011-07-09,50,0,7,2011,9,2011-07,High Value
CS5518,2013-12-16,90,0,12,2013,16,2013-12,High Value
CS5702,2012-06-15,62,0,6,2012,15,2012-06,High Value
CS1298,2013-09-20,98,0,9,2013,20,2013-09,High Value
CS2140,2012-03-07,99,0,3,2012,7,2012-03,High Value
CS5438,2011-12-01,88,0,12,2011,1,2011-12,High Value
CS3011,2013-10-29,46,0,10,2013,29,2013-10,High Value
CS5851,2012-05-29,85,0,5,2012,29,2012-05,High Value
CS5205,2013-02-08,69,0,2,2013,8,2013-02,High Value
CS3440,2013-11-06,60,0,11,2013,6,2013-11,High Value
CS2650,2013-02-12,105,0,2,2013,12,2013-02,High Value
CS5464,2013-12-31,62,0,12,2013,31,2013-12,High Value
CS2285,2015-01-16,96,0,1,2015,16,2015-01,High Value
CS5973,2013-06-01,67,0,6,2013,1,2013-06,High Value
CS2228,2014-11-06,38,0,11,2014,6,2014-11,High Value
CS4070,2011-11-23,40,0,11,2011,23,2011-11,High Value
CS2762,2012-05-12,93,0,5,2012,12,2012-05,Medium Value
CS2191,2014-06-01,88,0,6,2014,1,2014-06,High Value
CS2657,2013-09-03,72,0,9,2013,3,2013-09,High Value
CS5200,2013-03-25,69,0,3,2013,25,2013-03,High Value
CS5651,2011-10-24,66,1,10,2011,24,2011-10,Medium Value
CS2896,2012-03-09,103,0,3,2012,9,2012-03,High Value
CS2168,2012-04-03,43,0,4,2012,3,2012-04,High Value
CS3110,2011-10-21,63,0,10,2011,21,2011-10,High Value
CS1975,2014-01-05,46,0,1,2014,5,2014-01,High Value
CS5553,2014-04-24,64,0,4,2014,24,2014-04,High Value
CS3047,2013-03-10,72,0,3,2013,10,2013-03,High Value
CS5448,2014-11-16,60,0,11,2014,16,2014-11,High Value
CS5421,2011-06-15,43,0,6,2011,15,2011-06,Medium Value
CS3599,2013-07-27,46,0,7,2013,27,2013-07,High Value
CS2580,2012-11-11,59,0,11,2012,11,2012-11,High Value
CS4731,2012-09-24,71,0,9,2012,24,2012-09,High Value
CS3476,2011-08-02,61,0,8,2011,2,2011-08,High Value
CS3315,2012-04-18,69,0,4,2012,18,2012-04,High Value
CS2626,2013-04-12,81,0,4,2013,12,2013-04,Medium Value
CS3392,2014-08-16,36,0,8,2014,16,2014-08,High Value
CS1649,2011-09-17,35,0,9,2011,17,2011-09,High Value
CS5767,2013-10-18,92,0,10,2013,18,2013-10,High Value
CS1164,2012-07-20,54,0,7,2012,20,2012-07,High Value
CS5424,2012-10-17,79,1,10,2012,17,2012-10,High Value
CS4663,2012-03-24,37,0,3,2012,24,2012-03,Medium Value
CS2468,2012-11-04,70,0,11,2012,4,2012-11,High Value
CS2762,2014-06-15,78,0,6,2014,15,2014-06,Medium Value
CS3955,2014-07-20,40,0,7,2014,20,2014-07,High Value
CS5294,2014-06-02,57,1,6,2014,2,2014-06,Medium Value
CS3142,2011-06-11,53,0,6,2011,11,2011-06,High Value
CS3514,2014-08-09,82,1,8,2014,9,2014-08,High Value
CS3639,2015-03-02,78,0,3,2015,2,2015-03,High Value
CS4993,2014-04-17,103,0,4,2014,17,2014-04,High Value
CS4315,2011-11-14,84,0,11,2011,14,2011-11,High Value
CS3217,2014-04-16,91,0,4,2014,16,2014-04,High Value
CS5529,2014-12-01,39,0,12,2014,1,2014-12,High Value
CS5232,2013-10-06,86,0,10,2013,6,2013-10,High Value
CS5772,2013-07-07,42,0,7,2013,7,2013-07,High Value
CS4764,2011-06-15,77,0,6,2011,15,2011-06,High Value
CS3621,2012-06-22,59,0,6,2012,22,2012-06,High Value
CS3812,2014-06-01,55,1,6,2014,1,2014-06,High Value
CS3707,2014-09-01,41,0,9,2014,1,2014-09,High Value
CS1610,2013-12-16,92,0,12,2013,16,2013-12,High Value
CS6021,2011-07-15,74,0,7,2011,15,2011-07,High Value
CS1330,2013-07-25,89,0,7,2013,25,2013-07,High Value
CS3327,2012-06-01,43,0,6,2012,1,2012-06,High Value
CS4341,2013-11-06,90,0,11,2013,6,2013-11,High Value
CS2021,2013-04-11,79,0,4,2013,11,2013-04,High Value
CS1964,2011-09-23,52,1,9,2011,23,2011-09,High Value
CS1746,2012-10-09,71,1,10,2012,9,2012-10,High Value
CS4841,2011-07-26,82,0,7,2011,26,2011-07,High Value
CS4964,2012-12-15,45,0,12,2012,15,2012-12,High Value
CS2663,2015-01-06,35,0,1,2015,6,2015-01,High Value
CS5526,2012-12-23,85,0,12,2012,23,2012-12,High Value
CS1560,2011-09-05,56,0,9,2011,5,2011-09,High Value
CS2737,2015-02-16,59,0,2,2015,16,2015-02,High Value
CS2439,2014-12-17,50,0,12,2014,17,2014-12,High Value
CS1497,2013-04-11,94,0,4,2013,11,2013-04,High Value
CS1867,2012-09-26,40,0,9,2012,26,2012-09,High Value
CS5343,2013-11-17,103,0,11,2013,17,2013-11,High Value
CS2017,2012-01-15,46,0,1,2012,15,2012-01,High Value
CS2043,2012-03-19,46,0,3,2012,19,2012-03,High Value
CS1975,2012-02-18,70,0,2,2012,18,2012-02,High Value
CS2637,2011-10-14,69,0,10,2011,14,2011-10,High Value
CS4833,2013-10-01,58,0,10,2013,1,2013-10,High Value
CS2288,2015-01-16,100,1,1,2015,16,2015-01,High Value
CS3224,2012-04-05,89,0,4,2012,5,2012-04,High Value
